"Nome Produto";"Nº Produto";"Produto Ativo";"Cód. Produto";Fabricante;"Categoria de Produto";Fornecedor;"Sub Categoria";"Cód. Fornecedor";Website;"Ficha do Produto";"Cód. Fabricante";"Plano de Contas";"Data Criação";"Criado Por";"Data Modificação";"Última Edição";"Comprimento (mm)";"Largura (mm)";"Espessura (mm)";"Preço Unitário";"Preço Custo";"Categoria de Impostos";"Comissão %";"Unidade Utilizada";"Qtd. Uni";"Qtd. Stock";"Nível Reabastecimento";Responsável;"Qtd. Última Compra";"Imagem Produto";Descrição;"Detalhe "
"SET FERRAMENTAS ROSEN";PRO0562;1;;"Fam Art";"Eventos Diversos";Vendors::::Makito;"Dia Do Pai";;;;20483;;"17-01-2025 18:27:28";marcop;"09-03-2026 19:17:33";josep;0;;;24.9;;;0;Each;1.00;3.000;0;marcop;0;20483-000-22.jpg,20483-000-21.jpg,20483-000-P.jpg,20483-000-12.jpg;;
"CHAPÉU DE CHUVA DOLKU";PRO0563;1;;"Fam Art";Outros;Vendors::::Makito;Diversos;;;;1803;;"17-01-2025 18:28:49";marcop;"17-01-2025 19:04:48";marcop;0;;;14.78;;;0;Each;1.00;5.000;0;marcop;0;1803-008-P.jpg,1803-000-10.jpg;;
"RELÓGIO KAJIM";PRO0564;1;;"Fam Art";Outros;Vendors::::Makito;Diversos;;;;1692;;"17-01-2025 18:31:25";marcop;"17-01-2025 18:31:25";marcop;0;;;16.9;;;0;Each;1.00;3.000;0;marcop;0;1692-A1.jpg,1692-000-21.jpg,1692-000-20.jpg,1692-001-P.jpg;;
"RELÓGIO YUSTRY";PRO0565;1;;"Fam Art";Outros;;Decoração;;;;1691;;"17-01-2025 18:37:26";marcop;"17-01-2025 18:41:06";marcop;0;;;11.9;;;0;Each;1.00;3.000;0;marcop;0;1691-000-21.jpg;;
"Quadro Puzzle com porta chaves";PRO0566;1;;"Fam Art";"Eventos Diversos";;"Dia dos Namorados";;;;;;"20-01-2025 17:03:50";marcop;"11-10-2025 12:50:57";marcop;0;;;17;;;0;Each;1.00;999996.000;0;marcop;0;Moldura-Puzzle-Porta-Chaves-Foto.jpg,Moldura-Puzzle-Porta-Chaves.jpg,IMG-20250114-WA0003.jpg;;
"Moldura Super Namorado(a)";PRO0567;1;;"Fam Art";"Eventos Diversos";;"Dia dos Namorados";;;;;;"23-01-2025 15:39:13";marcop;"28-03-2026 17:47:58";josep;0;;;20;;;0;Each;1.00;999997.000;0;marcop;0;IMG-20250102-WA0072.jpg,IMG-20250102-WA0085.jpg,IMG-20250102-WA0048.jpg;;
"Imans Vizela Cores";PRO0568;1;;"Fam Art";Outros;;Iman;;;;;;"03-02-2025 16:27:22";marcop;"04-04-2026 16:28:59";marcop;0;;;1.45;1.1;;0;Each;1.00;'-285.000;0;admin;0;;;
"DGT SolventGlue NR.0 Extreme Capillary Gluing (1L Bottle)";PRO0569;1;;"Fam Art";Consumiveis;Vendors::::Dimatur;Cola;;;;;;"05-02-2025 17:19:55";marcop;"05-02-2025 17:19:55";marcop;0;;;;;;0;Each;1.00;1000003.000;0;marcop;0;4392c678-8297-4f4d-aa17-3852690ea5df.jpg;;
"Application Tape White Paper HEX901 300mm x 100m";PRO0570;1;;"Fam Art";Consumiveis;Vendors::::Dimatur;Diversos;;;;;;"05-02-2025 17:20:26";marcop;"18-08-2025 14:37:13";marcop;0;;;;;;0;Each;1.00;1000000.000;0;marcop;0;5482ed9e-1647-4d89-987b-a3a8ad0332cf.jpg;;
Amazon;PRO0571;1;;"Fam Art";Consumiveis;Vendors::::Dimatur;Diversos;;;;;;"05-02-2025 17:30:46";marcop;"05-02-2025 17:30:46";marcop;0;;;;;;0;Each;1.00;1000003.000;0;marcop;0;;;
"Trofeu Mod 1";PRO0572;1;;"Fam Art";Outros;;Diversos;;;;;;"12-02-2025 17:29:26";marcop;"12-02-2025 17:30:08";marcop;0;;;35;;;0;Each;1.00;999999.000;0;marcop;0;Imagem-WhatsApp-2025-02-12-__s-17.24.11_0f7eefc0.jpg;;
"Fita com Mosquetão";PRO0573;1;;"Fam Art";Outros;;Diversos;;;;;;"15-02-2025 11:53:40";marcop;"18-02-2025 17:34:20";marcop;0;;;1.2;;;0;Each;1.00;999945.000;0;marcop;0;Imagem-WhatsApp-2025-01-11-__s-10.52.12_47627d9f.jpg;;
"Caneca Yozax Inox";PRO0574;1;;"Fam Art";Bebidas;Vendors::::Makito;Canecas;4656;;;;;"15-02-2025 11:57:50";marcop;"30-05-2025 15:54:29";marcop;0;;;4.41;1.79;;0;Each;1.00;4.000;0;marcop;0;COLLAGE.jpg;;
"Clip Sanny";PRO0575;1;;"Fam Art";Outros;Vendors::::Makito;Diversos;1880;;;;;"17-02-2025 11:36:47";marcop;"16-04-2025 12:18:42";marcop;0;;;0.85;;;0;Each;1.00;219.000;0;marcop;0;1880-000-11.jpg,1880-000-21.jpg,1880-000-20.jpg;;
"Bloco de Notas Hartil";PRO0576;1;;"Fam Art";Outros;Vendors::::Makito;Diversos;5980;;;;;"17-02-2025 11:39:27";marcop;"08-04-2025 10:11:47";marcop;0;;;2.2;;;0;Each;1.00;20.000;0;marcop;0;5980-000-1.jpg,5980-000-P.jpg;;
"Lápis Ponteiro Eterno Gosfor";PRO0577;1;;"Fam Art";Outros;Vendors::::Makito;Canetas;1489;;;;;"17-02-2025 11:41:20";marcop;"11-04-2025 18:16:15";marcop;0;;;0.62;;;0;Each;1.00;219.000;0;marcop;0;1489-000-34.jpg,1489-000-31.jpg,1489-000-14.jpg;;
"Moldura Papa STD";PRO0578;1;;"Fam Art";"Eventos Diversos";;"Dia Do Pai";;;;;;"19-02-2025 11:05:40";marcop;"19-02-2025 11:06:20";marcop;0;;;;;;0;Each;1.00;1000000.000;0;marcop;0;IMG-20250218-WA0023.jpg,IMG-20250218-WA0031.jpg,IMG-20250218-WA0038.jpg,IMG-20250218-WA0037.jpg;;
"Moldura Papa Personalizada";PRO0579;1;;"Fam Art";"Eventos Diversos";;"Dia Do Pai";;;;;;"19-02-2025 12:05:56";marcop;"25-02-2025 18:57:32";marcop;0;;;;;;0;Each;1.00;999999.000;0;marcop;0;IMG-20250218-WA0012.jpg,IMG-20250218-WA0020.jpg;;
"Charriot Roupa Boneca";PRO0580;1;;"Fam Art";Outros;;Diversos;;;;;;"26-02-2025 21:30:56";josep;"26-02-2025 21:32:15";josep;0;;;12;;;0;Each;1.00;999999.000;0;josep;0;;;
"Base LED FAM'ART";PRO0581;1;;"Fam Art";Outros;;Diversos;;;;;;"27-02-2025 16:29:14";marcop;"27-02-2025 16:29:30";marcop;0;;;;;;0;Each;1.00;1000000.000;0;marcop;0;IMG-20250227-WA0007.jpg;;
"Saco Tecido Dia da Mãe";PRO0582;1;;"Fam Art";"Eventos Diversos";;"Dia da Mãe";;;;;;"28-02-2025 16:16:54";marcop;"29-04-2025 16:06:25";marcop;0;;;7;;;0;Each;1.00;1000007.000;0;marcop;0;Imagem-WhatsApp-2025-02-26-__s-12.33.27_2e2e0656.jpg;;
"maquina abrir rasgos";PRO0583;1;;"Fam Art";Outros;;Diversos;;;;;;"01-03-2025 09:53:44";josep;"01-03-2025 09:53:44";josep;0;;;;;;0;Each;1.00;1000000.000;0;josep;0;;;
"Betula 9mm";PRO0584;1;;"Fam Art";"Matéria Prima";;Madeira;;;;;;"01-03-2025 12:07:15";marcop;"01-03-2025 12:07:15";marcop;2520;1850;6;45.58;;;0;Each;1.00;1000000.000;0;josep;0;;;
"Folha Borracha A4";PRO0585;1;;"Fam Art";"Matéria Prima";;Diversos;;;;;;"01-03-2025 12:27:07";marcop;"01-03-2025 12:27:07";marcop;0;;6;7.2;;;0;Each;1.00;1000000.000;0;josep;0;;;
"Rolo Borracha";PRO0586;1;;"Fam Art";"Matéria Prima";;Diversos;;;;;;"01-03-2025 12:29:20";marcop;"01-03-2025 12:29:20";marcop;0;;6;6.5;;;0;Each;1.00;1000000.000;0;josep;0;;;
"Carimbo Personalizado";PRO0587;1;;"Fam Art";Outros;;Diversos;;;;;;"04-03-2025 12:42:37";marcop;"02-06-2026 11:19:34";marcop;0;;;;;;0;Each;1.00;999998.000;0;marcop;0;;;
"Rolo Aplicação tinta - 10cm";PRO0588;1;;"Fam Art";Outros;;Diversos;;;;;;"04-03-2025 12:43:24";marcop;"04-03-2025 12:45:12";marcop;0;;;12;;;0;Each;1.00;999999.000;0;marcop;0;;;
"Abre-Cápsulas Nacul";PRO0589;1;;"Fam Art";Outros;Vendors::::Makito;Diversos;6478;;;;;"08-03-2025 09:57:50";marcop;"16-12-2025 10:56:54";marcop;0;;;2;;;0;Each;1.00;1000023.000;0;marcop;0;6478-000-1.jpg,6478-000-P.jpg;;
"Espelho Arendel";PRO0590;1;;"Fam Art";Outros;Vendors::::Makito;Diversos;1236;;;;;"08-03-2025 10:00:21";marcop;"16-12-2025 10:56:57";marcop;0;;;3.5;;;0;Each;1.00;34.000;0;marcop;0;1236-000-30.jpg,1236-000-21.jpg,1236-000-P.jpg;;
"Base Led Iluminada Personalizada";PRO0591;1;;"Fam Art";Outros;;Decoração;;;;;;"08-03-2025 10:34:07";marcop;"30-04-2026 18:33:59";josep;0;;;23;;;0;Each;1.00;999977.000;0;marcop;0;IMG-20250303-WA0012.jpg;;
"Logotipos c/Led";PRO0592;1;;"Fam Art";Outros;;Decoração;;;;;;"08-03-2025 10:44:05";marcop;"28-07-2026 09:25:06";marcop;0;;;;;;0;Each;1.00;999996.000;0;marcop;0;;;
"Logotipos Recorte";PRO0593;1;;"Fam Art";Outros;;Decoração;;;;;;"08-03-2025 10:44:17";marcop;"15-06-2026 08:52:12";marcop;0;;;;;;0;Each;1.00;999990.000;0;marcop;0;;;
"Base Led Pai";PRO0594;1;;"Fam Art";"Eventos Diversos";;"Dia Do Pai";;;;;;"08-03-2025 11:02:03";marcop;"18-03-2025 16:21:02";marcop;0;;;20;;;0;Each;1.00;999991.000;0;marcop;0;IMG-20250303-WA0021.jpg,IMG-20250303-WA0008.jpg,IMG-20250303-WA0041.jpg;;
"Cruz Pai Nosso";PRO0595;1;;"Fam Art";"Eventos Diversos";;Lembranças;;;;;;"08-03-2025 11:25:25";marcop;"08-03-2025 11:26:08";marcop;0;;;2;;;0;Each;1.00;999978.000;0;marcop;0;IMG-20250308-WA0002.jpg;;
"Moldura Magnética Dia Do Pai";PRO0596;1;;"Fam Art";"Eventos Diversos";;"Dia Do Pai";;;;;;"11-03-2025 11:53:10";marcop;"11-03-2025 17:43:45";marcop;0;;;9.5;;;0;Each;1.00;999998.000;0;marcop;0;Imagem-WhatsApp-2025-02-19-__s-12.14.48_31ab36ad.jpg;;
"Porta-Chaves Dia do Pai";PRO0597;1;;"Fam Art";"Eventos Diversos";;"Dia Do Pai";;;;;;"11-03-2025 18:09:40";marcop;"19-03-2025 17:02:40";marcop;0;;;6.2;;;0;Each;1.00;999998.000;0;marcop;0;IMG-20250225-WA0022.jpg;;
"Moldura Super M2";PRO0598;1;;"Fam Art";"Eventos Diversos";;"Dia Do Pai";;;;;;"11-03-2025 18:52:19";marcop;"27-12-2025 11:29:11";marcop;0;;;17.9;;;0;Each;1.00;999995.000;0;marcop;0;IMG-20250225-WA0012.jpg;;
"TÁBUA VARADEK";PRO0599;1;;"Fam Art";Outros;Vendors::::Makito;Decoração;1127;;;;;"13-03-2025 10:17:54";marcop;"14-12-2025 12:22:38";marcop;0;;;10;2.24;;0;Each;1.00;8.000;0;marcop;0;1127-000-20_s.jpg,1127-000-P_s.jpg;;
"VELA AROMÁTICA SAFRON";PRO0600;1;;"Fam Art";Outros;Vendors::::Makito;Decoração;20603;;;;;"13-03-2025 10:21:57";marcop;"03-05-2025 12:19:26";marcop;0;;;8.9;1.35;;0;Each;1.00;9.000;0;marcop;0;20603-005-P.jpg,20603-007-P.jpg,20603-004-P.jpg;;
"CHÁVENA BASTIC";PRO0601;1;;"Fam Art";Outros;Vendors::::Makito;Decoração;4509;;;;;"13-03-2025 10:23:17";marcop;"07-08-2025 17:04:38";marcop;0;;;8.65;1.3;;0;Each;1.00;10.000;0;marcop;0;4509-002-P-_1_.jpg;;
"Porta-Chaves Anticontact Kozko";PRO0602;1;;"Fam Art";Outros;Vendors::::Makito;"Porta Chaves";6658;;;;;"13-03-2025 10:24:17";marcop;"13-03-2025 10:24:17";marcop;0;;;0.27;0.04;;0;Each;1.00;200.000;0;marcop;0;COLLAGE-_1_.jpg;;
"PEN USB HAIDAM 16GB";PRO0603;1;;"Fam Art";Outros;Vendors::::Makito;Diversos;6125;;;;;"13-03-2025 10:37:57";marcop;"21-08-2025 15:08:45";marcop;0;;;6.5;2.29;;0;Each;1.00;'-9.000;0;marcop;0;6125-000-P.jpg;;
"SACA-ROLHAS ELÉCTRICO DEYONG";PRO0604;1;;"Fam Art";Outros;Vendors::::Makito;Decoração;1656;;;;;"13-03-2025 10:50:07";marcop;"18-03-2026 19:37:30";marcop;0;;;21.5;;;0;Each;1.00;7.000;0;marcop;0;1656-000-23.jpg,1656-000-21.jpg,1656-000-20.jpg,1656-009-P.jpg;;
"BASES PARA COPOS DERRIK";PRO0605;1;;"Fam Art";Outros;Vendors::::Makito;Decoração;1749;;;;;"13-03-2025 10:51:47";marcop;"19-04-2025 20:03:50";marcop;0;;;1.25;;;0;Each;1.00;29.000;0;marcop;0;1749-000-20.jpg,1749-000-P.jpg;;
"Porta-Chaves Abre-Cápsulas Jilar";PRO0606;1;;"Fam Art";Outros;Vendors::::Makito;"Porta Chaves";21668;;;;;"13-03-2025 10:53:31";marcop;"11-02-2026 19:36:10";marcop;0;;;5.4;;;0;Each;1.00;18.000;0;marcop;0;21668-000-23.jpg,21668-000-22.jpg,21668-000-20.jpg,21668-013-P.jpg;;
"PORTA-CARTÕES HARBANIX";PRO0607;1;;"Fam Art";Outros;Vendors::::Makito;Diversos;21753;;;;;"13-03-2025 10:54:56";marcop;"28-03-2025 11:31:30";marcop;0;;;9;;;0;Each;1.00;17.000;0;marcop;0;21753-000-10.jpg;;
"Bloco de Notas Climer";PRO0608;1;;"Fam Art";Outros;Vendors::::Makito;Decoração;5019;;;;;"13-03-2025 10:57:03";marcop;"09-03-2026 20:00:51";josep;0;;;3.7;;;0;Each;1.00;0.000;0;marcop;0;5019-000-1.jpg,5019-000-P.jpg;;
"Caneta Ponteiro Sirim";PRO0609;1;;"Fam Art";"Para Profissionais";Vendors::::Makito;Canetas;5261;;;;;"13-03-2025 10:58:42";marcop;"18-04-2025 18:26:08";marcop;0;;;0.8;;;0;Each;1.00;100.000;0;admin;0;5261-000-22_ml.jpg,5261-000-P.jpg,5261-000-1.jpg;;
"ESTOJO ESFEROGRÃFICA LOCEN";PRO0610;1;;"Fam Art";Outros;Vendors::::Makito;Diversos;6611;;;;;"13-03-2025 11:00:18";marcop;"13-03-2025 12:24:36";marcop;0;;;0.13;;;0;Each;1.00;100.000;0;admin;0;6611-000-10.jpg;;
"Iman Dia do Pai";PRO0611;1;;"Fam Art";"Eventos Diversos";;"Dia Do Pai";;;;;;"19-03-2025 16:33:33";marcop;"19-03-2025 16:33:51";marcop;0;;;5.9;;;0;Each;1.00;999998.000;0;marcop;0;IMG-20250225-WA0025.jpg;;
"Convite Rotativo";PRO0612;1;;"Fam Art";Casamentos;;Convites;;;;;;"26-03-2025 19:22:09";marcop;"13-02-2026 10:41:03";marcop;0;;;2.9;;;0;Each;1.00;999961.000;0;marcop;0;;;
"Caneca Ceramica Asa de Cor";PRO0613;1;;"Fam Art";Bebidas;Vendors::::Makito;Canecas;3894;;;;;"28-03-2025 10:57:10";marcop;"29-12-2025 16:56:46";marcop;0;;;9.5;0.91;;0;Each;1.00;45.000;0;marcop;0;3894-000-30.jpg,3894-019-P.jpg,3894-004-P.jpg,3894-003-P.jpg,3894-002-P.jpg,3894-000-10.jpg;;
"Cruzeta Pingo de Cera";PRO0614;1;;"Fam Art";Outros;;Diversos;;;;;;"31-03-2025 17:07:33";marcop;"31-03-2025 17:08:22";marcop;0;;;3.5;;;0;Each;1.00;999996.000;0;marcop;0;;;
"Cruzeta Charriot";PRO0615;1;;"Fam Art";Outros;;Diversos;;;;;;"08-04-2025 19:39:14";josep;"15-10-2025 19:24:20";josep;0;;;1;;;0;Each;1.00;999982.000;0;josep;0;;;
"Conjunto Íman + Abre Cápsulas Porta-Chaves";PRO0616;1;;"Fam Art";"Eventos Diversos";;Pascoa;;;;;;"10-04-2025 21:02:41";josep;"30-03-2026 21:01:36";josep;0;;;6.5;;;0;Each;1.00;999995.000;0;josep;0;IMG-20250328-WA0059.jpg;;
"Flor Madeira Madrinha";PRO0617;1;;"Fam Art";"Eventos Diversos";;Lembranças;;;;;;"11-04-2025 17:34:38";marcop;"11-04-2025 17:35:36";marcop;0;;;10;;;0;Each;1.00;999999.000;0;marcop;0;;;
"Abre Cápsulas Magnético Personalizado";PRO0618;1;;"Fam Art";Outros;;Decoração;;;;;;"17-04-2025 18:27:58";marcop;"18-03-2026 19:24:50";marcop;0;;;25;;;0;Each;1.00;999998.000;0;marcop;0;;;
"Chinelos de Dedo";PRO0619;1;;"Fam Art";Outros;;Diversos;;;;;;"18-04-2025 15:33:57";marcop;"09-08-2025 12:33:25";marcop;0;;;10.9;3.15;;0;Each;1.00;7.000;0;marcop;0;1752-000-23.jpg,1752-000-20.jpg;;
"Mochila Polack";PRO0620;1;;"Fam Art";"Para Profissionais";Vendors::::Makito;Mochilas;1845;;;;;"18-04-2025 16:34:51";marcop;"14-10-2025 17:24:00";marcop;0;;;21.9;6.66;;0;Each;1.00;9.000;0;marcop;0;1845-006-P.jpg;;
"Doudou Marlin";PRO0621;1;;"Fam Art";"Eventos Diversos";Vendors::::Makito;Recém-nascidos;20410;;;;;"18-04-2025 16:37:27";marcop;"25-11-2025 10:42:58";marcop;0;;;10;2.78;;0;Each;1.00;3.000;0;marcop;0;20410-000-20.jpg;;
"Doudou TURAM";PRO0622;1;;"Fam Art";"Eventos Diversos";Vendors::::Makito;Recém-nascidos;20411;;;;;"18-04-2025 16:38:36";marcop;"25-09-2025 17:18:19";marcop;0;;;8;0.99;;0;Each;1.00;5.000;0;marcop;0;20411-000-20.jpg;;
"CASACO GRIFTER";PRO0623;1;;"Fam Art";"Para Profissionais";Vendors::::Makito;Casacos;21296;;;;;"18-04-2025 18:19:35";marcop;"12-02-2026 18:36:07";marcop;0;;;32.5;16.34;;0;Each;1.00;2.000;0;marcop;0;21296-002-P.jpg;;
"MOCHILA SPOOK";PRO0624;1;;"Fam Art";"Para Profissionais";Vendors::::Makito;Mochilas;3164;;;;;"18-04-2025 18:20:54";marcop;"18-04-2025 18:20:54";marcop;0;;;2;0.36;;0;Each;1.00;10.000;0;marcop;0;3164-002-P.jpg;;
"AVENTAL KONNER";PRO0625;1;;"Fam Art";"Para Profissionais";Vendors::::Makito;Avental;6051;;;;;"18-04-2025 18:23:20";marcop;"02-06-2026 11:31:44";marcop;0;;;10.9;3.03;;0;Each;1.00;'-6.000;0;marcop;0;6051-001-P.jpg;;
"Lembrança Letra Móvel";PRO0626;1;;"Fam Art";"Cerimonias Religiosas";;"1* Comunhão";;;;;;"24-04-2025 19:12:44";josep;"28-07-2026 16:16:13";marcop;0;;;3.6;;;0;Each;1.00;999941.000;0;josep;0;2025-04-24-19_12_15-Modelo-Rodrigo.jpg;;
"Caneta Kit Williams";PRO0627;1;;"Fam Art";"Para Profissionais";Vendors::::Makito;Canetas;1277;;;;;"30-04-2025 11:58:46";marcop;"23-12-2025 17:31:03";josep;0;;;30;;;0;Each;1.00;1.000;0;marcop;0;1277-000-3.jpg,1277-000-6.jpg;;
"Microtac MM2829 White Matt";PRO0628;1;;"Fam Art";Consumiveis;;Adesivos;;;;;;"05-05-2025 12:15:17";marcop;"05-05-2025 12:15:17";marcop;0;;;10.2;;;0;Each;1.00;1000000.000;0;marcop;0;fa7a4c62-b37d-4337-af30-c7600eb31212.jpg;;
"Placa Reservado 45º";PRO0629;1;;"Fam Art";Outros;;Decoração;;;;;;"06-05-2025 12:23:45";marcop;"06-05-2025 12:24:22";marcop;0;;;8;;;0;Each;1.00;1000000.000;0;marcop;0;IMG-20250506-WA0040.jpg;;
"Placa Mãe foto cores";PRO0630;1;;"Fam Art";"Eventos Diversos";;"Dia da Mãe";;;;;;"13-05-2025 17:16:16";marcop;"13-05-2025 22:43:03";marcop;0;;;15;;;0;Each;1.00;999999.000;0;marcop;0;494575999_567253136008235_8104637761075600581_n.jpg;;
"Lembranças Personalizadas";PRO0631;1;;"Fam Art";"Eventos Diversos";;Lembranças;;;;;;"13-05-2025 22:44:25";marcop;"15-07-2026 21:05:04";marcop;0;;;;;;0;Each;1.00;998929.000;0;marcop;0;;;
"Set Vinhos Boriax";PRO0632;1;;"Fam Art";Outros;Vendors::::Makito;Decoração;6100;;;;;"13-05-2025 23:41:48";marcop;"18-03-2026 19:29:26";marcop;0;;;30;;;0;Each;1.00;'-1.000;0;marcop;0;6100-000-P.jpg,6100-000-22.jpg,6100-000-1.jpg;;
"VASO KONTE";PRO0633;1;;"Fam Art";Consumiveis;Vendors::::Makito;Diversos;1931;;;;;"14-05-2025 12:40:38";marcop;"14-05-2025 12:40:38";marcop;0;;;7.3;;;0;Each;1.00;5.000;0;marcop;0;1931-000-21.jpg,1931-000-20.jpg,1931-000-11.jpg;;
"SACO GWEN";PRO0634;1;;"Fam Art";Consumiveis;Vendors::::Makito;Diversos;1830;;;;;"14-05-2025 12:46:03";marcop;"08-08-2025 19:35:56";josep;0;;;4;;;0;Each;1.00;2037.000;0;marcop;0;1830-001-P.jpg,1830-000-20.jpg;;
"SACO PROSUM";PRO0635;1;;"Fam Art";Consumiveis;Vendors::::Makito;Diversos;6431;;;;;"14-05-2025 12:47:23";marcop;"14-05-2025 12:47:23";marcop;0;;;6;;;0;Each;1.00;30.000;0;marcop;0;6431-000-10.jpg,6431-013-P.jpg;;
"MAQUINA CRACHÁS 58mm PACK 100 Unid.";PRO0636;1;;"Fam Art";Consumiveis;"Vendors::::333 Colors";Diversos;XZJ58_100;;;;;"14-05-2025 17:40:16";marcop;"14-05-2025 17:40:16";marcop;0;;;56.58;;;0;Each;1.00;1.000;0;marcop;0;;;
"Íman Magnético 58mm - Metal";PRO0637;1;;"Fam Art";Consumiveis;"Vendors::::333 Colors";Diversos;R58_SDHP03;;;;;"14-05-2025 17:42:30";marcop;"06-07-2026 10:41:06";marcop;0;;;0.8;;;0;Each;1.00;'-276.000;0;marcop;0;R58_SDHP03_l.jpg;;
"BANDANA CÃO SUB. TAM. M";PRO0638;1;;"Fam Art";"Especial Patudos";"Vendors::::333 Colors";"Chapinhas Identificação";WZ02;;;;;"14-05-2025 17:47:30";marcop;"14-05-2025 18:42:29";marcop;0;;;7.95;;;0;Each;1.00;0.000;0;marcop;0;WZ03_2_l.jpg;;
"BANDANA CÃO SUB. TAM. L";PRO0639;1;;"Fam Art";"Especial Patudos";"Vendors::::333 Colors";"Chapinhas Identificação";WZ03;;;;;"14-05-2025 17:47:52";marcop;"14-05-2025 18:42:22";marcop;0;;;8.53;;;0;Each;1.00;4.000;0;marcop;0;;;
"BANDANA CÃO SUB. TAM. XL";PRO0640;1;;"Fam Art";"Especial Patudos";"Vendors::::333 Colors";"Chapinhas Identificação";WZ04;;;;;"14-05-2025 17:48:16";marcop;"14-05-2025 18:43:17";marcop;0;;;9.12;;;0;Each;1.00;2.000;0;marcop;0;;;
"PAPEL SUBLIMAÇÃO A4";PRO0641;1;;"Fam Art";Consumiveis;"Vendors::::333 Colors";Diversos;PSA4;;;;;"14-05-2025 17:56:36";marcop;"14-05-2025 17:56:36";marcop;0;;;14.9;;;0;Each;1.00;6.000;0;marcop;0;;;
"Vinil SUPTAC Cor";PRO0642;1;;"Fam Art";Consumiveis;Vendors::::Dimatur;Diversos;S5000;;;;;"14-05-2025 18:13:56";marcop;"11-03-2026 11:18:52";marcop;0;;;;;;0;Each;1.00;5.000;0;marcop;0;;;
"Vinil SUPTAC Preto e branco";PRO0643;1;;"Fam Art";Consumiveis;Vendors::::Dimatur;Diversos;S5000;;;;;"14-05-2025 18:15:32";marcop;"13-08-2025 16:07:14";marcop;0;;;25.2;;;0;Each;1.00;'-1.000;0;marcop;0;;;
"Vinil Craft PS termoadesivo";PRO0644;1;;"Fam Art";Consumiveis;Vendors::::Dimatur;Diversos;"PS Film";;;;;"14-05-2025 18:17:54";marcop;"12-07-2025 10:49:53";marcop;0;;;;;;0;Each;1.00;'-186.000;0;marcop;0;;;
"Tapete INSPIRE GABRIEL 45X75CM";PRO0645;1;;"Fam Art";Outros;;Decoração;;;;;;"16-05-2025 11:27:44";marcop;"16-05-2025 12:47:45";marcop;0;;;30;;;0;Each;1.00;999999.000;0;marcop;0;;;
"Quadro assinaturas c/ suporte";PRO0646;1;;"Fam Art";Casamentos;;"Quadro Assinaturas";;;;;;"16-05-2025 20:45:21";josep;"04-07-2025 18:31:04";marcop;0;;;120;;;0;Each;1.00;999998.000;0;josep;0;;;
"Expositor Mocho Colares Acrilico";PRO0647;1;;"Fam Art";Revenda;;Conjuntos;;;;;;"17-06-2025 15:39:58";marcop;"08-11-2025 13:08:18";marcop;0;;;37;;;0;Each;1.00;'-68.000;0;marcop;0;IMG-20250617-WA0004.jpg;;
"BONÉ CRIANÇA RICK";PRO0648;1;;"Fam Art";Outros;Vendors::::Makito;Diversos;1534;;;;;"18-06-2025 11:19:19";marcop;"18-06-2025 11:20:00";marcop;0;;;;;;0;Each;1.00;15.000;0;marcop;0;1534-000-10.jpg;;
"BONÉ FLECHER";PRO0649;1;;"Fam Art";Outros;Vendors::::Makito;Diversos;1537;;;;;"18-06-2025 11:20:30";marcop;"18-06-2025 11:20:30";marcop;0;;;;;;0;Each;1.00;3.000;0;marcop;0;1537-000-11.jpg;;
"BONÉ OCONOR";PRO0650;1;;"Fam Art";Outros;Vendors::::Makito;Diversos;20835;;;;;"18-06-2025 11:21:04";marcop;"18-06-2025 11:21:04";marcop;0;;;;;;0;Each;1.00;35.000;0;marcop;0;20835-000-10.jpg;;
"T-SHIRT ADULTO COCKER";PRO0651;1;;"Fam Art";"Para Profissionais";Vendors::::Makito;Camisolas;21909;;;;;"18-06-2025 11:58:41";marcop;"23-09-2025 18:20:45";josep;0;;;;;;0;Each;1.00;'-2.000;0;marcop;0;COLLAGE-_2_.jpg;;
"Mochila Bruxdul";PRO0652;1;;"Fam Art";"Para Profissionais";Vendors::::Makito;Mochilas;21778;;;;;"18-06-2025 12:04:22";marcop;"08-01-2026 11:06:50";marcop;0;;;40;18.15;;0;Each;1.00;7.000;0;marcop;0;21778-000-10.jpg;;
"T-SHIRT KEYA WCS150";PRO0653;1;;"Fam Art";"Para Profissionais";Vendors::::Makito;Camisolas;5868;;;;;"18-06-2025 12:17:43";marcop;"17-10-2025 11:10:33";marcop;0;;;;;;0;Each;1.00;16.000;0;marcop;0;COLLAGE-_3_.jpg;;
"Leque Woter";PRO0654;1;;"Fam Art";Outros;Vendors::::Makito;Diversos;6467;;;;;"18-06-2025 12:18:51";marcop;"18-06-2025 12:18:51";marcop;0;;;;;;0;Each;1.00;10.000;0;marcop;0;6467-000-10.jpg;;
"Lembrança Iman Foto cores";PRO0655;1;;"Fam Art";"Eventos Diversos";;Lembranças;;;;;;"20-06-2025 15:18:21";marcop;"20-06-2025 15:23:16";marcop;0;;;2.5;;;0;Each;1.00;999985.000;0;marcop;0;Imagem-WhatsApp-2025-06-20-__s-15.22.18_75dbfd44.jpg;;
"Cracha personalizados";PRO0656;1;;"Fam Art";Consumiveis;"Vendors::::333 Colors";Diversos;XZCO58;;;;;"24-06-2025 17:47:32";marcop;"02-07-2026 08:55:12";marcop;0;;;2.5;;;0;Each;1.00;13.000;0;marcop;0;XZCO58.jpg;;
